SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,CATEGORY,TARGET_LABEL,CCR_2010,CCR_2011,CCR_2012,CCR_2013,CCR_2014,CCR_2015,TARGET_LABEL_SORT,COOP,COOP_CODE
20142015,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,Delivery Target,Met Target,,No,No,No,Yes,Yes,3,KEDC,903
20142015,010,BOYD,012,Ashland Independent,,---District Total---,012,,,Delivery Target,Delivery Target,,46.9,52.8,58.7,64.6,70.5,1,KEDC,903
20142015,010,BOYD,012,Ashland Independent,,---District Total---,012,,,Delivery Target,Actual Score,41.0,44.0,51.4,54.6,68.1,76.8,2,KEDC,903
20142015,010,BOYD,012,Ashland Independent,,---District Total---,012,,,Delivery Target,Met Target,,No,No,No,Yes,Yes,3,KEDC,903
20142015,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,Delivery Target,Delivery Target,,27.1,35.2,43.3,51.4,59.5,1,KEDC,903
20142015,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,Delivery Target,Actual Score,19.0,18.0,51.7,32.0,46.9,57.1,2,KEDC,903
20142015,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,Delivery Target,Met Target,,No,Yes,No,No,No,3,KEDC,903
20142015,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,Delivery Target,Delivery Target,,27.1,35.2,43.3,51.4,59.5,1,KEDC,903
20142015,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,Delivery Target,Actual Score,19.0,18.0,51.7,32.0,46.9,57.1,2,KEDC,903
20142015,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,Delivery Target,Met Target,,No,Yes,No,No,No,3,KEDC,903
20142015,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,Delivery Target,Delivery Target,,39.7,46.4,53.1,59.8,66.5,1,WKEC,908
20142015,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,Delivery Target,Actual Score,33.0,34.0,52.1,80.9,86.2,81.1,2,WKEC,908
20142015,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,WKEC,908
20142015,004,BALLARD,015,Ballard County,,---District Total---,015,,,Delivery Target,Delivery Target,,39.7,46.4,53.1,59.8,66.5,1,WKEC,908
20142015,004,BALLARD,015,Ballard County,,---District Total---,015,,,Delivery Target,Actual Score,33.0,34.0,52.1,80.9,86.2,81.1,2,WKEC,908
20142015,004,BALLARD,015,Ballard County,,---District Total---,015,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,WKEC,908
20142015,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,Delivery Target,Delivery Target,,36.1,43.2,50.3,57.4,64.5,1,SESC,907
20142015,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,Delivery Target,Actual Score,29.0,30.0,54.4,55.0,70.2,72.7,2,SESC,907
20142015,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,SESC,907
20142015,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,Delivery Target,Delivery Target,,36.1,43.2,50.3,57.4,64.5,1,SESC,907
20142015,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,Delivery Target,Actual Score,29.0,30.0,54.4,55.0,70.2,72.7,2,SESC,907
20142015,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,SESC,907
20142015,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,Delivery Target,Delivery Target,,41.5,48.0,54.5,61.0,67.5,1,CKEC,901
20142015,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,Delivery Target,Actual Score,35.0,37.0,42.2,40.9,61.2,63.1,2,CKEC,901
20142015,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,Delivery Target,Met Target,,No,No,No,Yes,No,3,CKEC,901
20142015,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,Delivery Target,Delivery Target,,41.5,48.0,54.5,61.0,67.5,1,CKEC,901
20142015,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,Delivery Target,Actual Score,35.0,37.0,42.2,40.9,61.2,63.1,2,CKEC,901
20142015,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,Delivery Target,Met Target,,No,No,No,Yes,No,3,CKEC,901
20142015,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,Delivery Target,Delivery Target,,46.0,52.0,58.0,64.0,70.0,1,GRREC,902
20142015,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,Delivery Target,Actual Score,40.0,43.0,41.4,53.5,57.4,70.1,2,GRREC,902
20142015,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,Delivery Target,Met Target,,No,No,No,No,Yes,3,GRREC,902
20142015,005,BARREN,021,Barren County,,---District Total---,021,,,Delivery Target,Delivery Target,,46.0,52.0,58.0,64.0,70.0,1,GRREC,902
20142015,005,BARREN,021,Barren County,,---District Total---,021,,,Delivery Target,Actual Score,40.0,41.0,40.5,52.1,56.2,66.2,2,GRREC,902
20142015,005,BARREN,021,Barren County,,---District Total---,021,,,Delivery Target,Met Target,,No,No,No,No,No,3,GRREC,902
20142015,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,Delivery Target,Delivery Target,,30.7,38.4,46.1,53.8,61.5,1,KEDC,903
20142015,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,Delivery Target,Actual Score,23.0,22.0,28.5,42.1,52.7,50.4,2,KEDC,903
20142015,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,Delivery Target,Met Target,,No,No,No,No,No,3,KEDC,903
20142015,006,BATH,025,Bath County,,---District Total---,025,,,Delivery Target,Delivery Target,,30.7,38.4,46.1,53.8,61.5,1,KEDC,903
20142015,006,BATH,025,Bath County,,---District Total---,025,,,Delivery Target,Actual Score,23.0,22.0,28.5,42.1,52.7,50.4,2,KEDC,903
20142015,006,BATH,025,Bath County,,---District Total---,025,,,Delivery Target,Met Target,,No,No,No,No,No,3,KEDC,903
20142015,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,Delivery Target,Delivery Target,,82.0,84.0,86.0,88.0,90.0,1,NKCES,905
20142015,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,Delivery Target,Actual Score,80.0,64.0,88.8,89.4,96.6,92.1,2,NKCES,905
20142015,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,NKCES,905
20142015,059,KENTON,026,Beechwood Independent,,---District Total---,026,,,Delivery Target,Delivery Target,,82.0,84.0,86.0,88.0,90.0,1,NKCES,905
20142015,059,KENTON,026,Beechwood Independent,,---District Total---,026,,,Delivery Target,Actual Score,80.0,64.0,88.8,89.4,96.6,92.1,2,NKCES,905
20142015,059,KENTON,026,Beechwood Independent,,---District Total---,026,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,NKCES,905
20142015,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,Delivery Target,Delivery Target,,21.7,30.4,39.1,47.8,56.5,1,SESC,907
20142015,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,Delivery Target,Actual Score,13.0,25.0,44.6,45.9,55.4,54.6,2,SESC,907
20142015,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,Delivery Target,Met Target,,Yes,Yes,Yes,Yes,No,3,SESC,907
20142015,007,BELL,031,Bell County,,---District Total---,031,,,Delivery Target,Delivery Target,,21.7,30.4,39.1,47.8,56.5,1,SESC,907
20142015,007,BELL,031,Bell County,,---District Total---,031,,,Delivery Target,Actual Score,13.0,24.0,44.6,45.9,55.4,54.6,2,SESC,907
20142015,007,BELL,031,Bell County,,---District Total---,031,,,Delivery Target,Met Target,,Yes,Yes,Yes,Yes,No,3,SESC,907
20142015,019,CAMPBELL,032,Bellevue Independent,010,Bellevue High School,032010,019032010,210042000075,Delivery Target,Delivery Target,,28.9,36.8,44.7,52.6,60.5,1,NKCES,905
20142015,019,CAMPBELL,032,Bellevue Independent,010,Bellevue High School,032010,019032010,210042000075,Delivery Target,Actual Score,21.0,22.0,38.8,55.1,59.0,46.3,2,NKCES,905
20142015,019,CAMPBELL,032,Bellevue Independent,010,Bellevue High School,032010,019032010,210042000075,Delivery Target,Met Target,,No,Yes,Yes,Yes,No,3,NKCES,905
20142015,019,CAMPBELL,032,Bellevue Independent,,---District Total---,032,,,Delivery Target,Delivery Target,,28.9,36.8,44.7,52.6,60.5,1,NKCES,905
20142015,019,CAMPBELL,032,Bellevue Independent,,---District Total---,032,,,Delivery Target,Actual Score,21.0,22.0,38.8,55.1,59.0,46.3,2,NKCES,905
20142015,019,CAMPBELL,032,Bellevue Independent,,---District Total---,032,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,No,3,NKCES,905
20142015,073,MADISON,034,Berea Independent,020,Berea Community High School,034020,073034020,210048000078,Delivery Target,Delivery Target,,25.3,33.6,41.9,50.2,58.5,1,SESC,907
20142015,073,MADISON,034,Berea Independent,020,Berea Community High School,034020,073034020,210048000078,Delivery Target,Actual Score,17.0,45.0,38.2,47.1,47.4,52.0,2,SESC,907
20142015,073,MADISON,034,Berea Independent,020,Berea Community High School,034020,073034020,210048000078,Delivery Target,Met Target,,Yes,Yes,Yes,No,No,3,SESC,907
20142015,073,MADISON,034,Berea Independent,,---District Total---,034,,,Delivery Target,Delivery Target,,25.3,33.6,41.9,50.2,58.5,1,SESC,907
20142015,073,MADISON,034,Berea Independent,,---District Total---,034,,,Delivery Target,Actual Score,17.0,45.0,38.2,47.1,47.4,52.0,2,SESC,907
20142015,073,MADISON,034,Berea Independent,,---District Total---,034,,,Delivery Target,Met Target,,Yes,Yes,Yes,No,No,3,SESC,907
20142015,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000081,Delivery Target,Delivery Target,,43.3,49.6,55.9,62.2,68.5,1,NKCES,905
20142015,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000081,Delivery Target,Actual Score,37.0,43.0,45.0,60.3,68.6,70.8,2,NKCES,905
20142015,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000081,Delivery Target,Met Target,,No,No,Yes,Yes,Yes,3,NKCES,905
20142015,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000084,Delivery Target,Delivery Target,,51.4,56.8,62.2,67.6,73.0,1,NKCES,905
20142015,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000084,Delivery Target,Actual Score,46.0,53.0,66.0,63.3,68.3,69.9,2,NKCES,905
20142015,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000084,Delivery Target,Met Target,,Yes,Yes,Yes,Yes,No,3,NKCES,905
20142015,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000011,Delivery Target,Delivery Target,,61.3,65.6,69.9,74.2,78.5,1,NKCES,905
20142015,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000011,Delivery Target,Actual Score,57.0,58.0,65.4,71.8,77.8,70.8,2,NKCES,905
20142015,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000011,Delivery Target,Met Target,,No,No,Yes,Yes,No,3,NKCES,905
20142015,008,BOONE,035,Boone County,015,Randall K. Cooper High School,035015,008035015,210051002206,Delivery Target,Delivery Target,,46.0,52.0,58.0,64.0,70.0,1,NKCES,905
20142015,008,BOONE,035,Boone County,015,Randall K. Cooper High School,035015,008035015,210051002206,Delivery Target,Actual Score,40.0,46.0,67.8,68.9,74.0,69.8,2,NKCES,905
20142015,008,BOONE,035,Boone County,015,Randall K. Cooper High School,035015,008035015,210051002206,Delivery Target,Met Target,,Yes,Yes,Yes,Yes,No,3,NKCES,905
20142015,008,BOONE,035,Boone County,,---District Total---,035,,,Delivery Target,Delivery Target,,51.4,56.8,62.2,67.6,73.0,1,NKCES,905
20142015,008,BOONE,035,Boone County,,---District Total---,035,,,Delivery Target,Actual Score,46.0,50.0,60.3,66.2,72.5,70.2,2,NKCES,905
20142015,008,BOONE,035,Boone County,,---District Total---,035,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,No,3,NKCES,905
20142015,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000098,Delivery Target,Delivery Target,,36.1,43.2,50.3,57.4,64.5,1,CKEC,901
20142015,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000098,Delivery Target,Actual Score,29.0,40.0,44.7,52.5,67.5,72.9,2,CKEC,901
20142015,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000098,Delivery Target,Met Target,,Yes,Yes,Yes,Yes,Yes,3,CKEC,901
20142015,009,BOURBON,041,Bourbon County,,---District Total---,041,,,Delivery Target,Delivery Target,,36.1,43.2,50.3,57.4,64.5,1,CKEC,901
20142015,009,BOURBON,041,Bourbon County,,---District Total---,041,,,Delivery Target,Actual Score,29.0,40.0,44.7,52.5,67.5,72.9,2,CKEC,901
20142015,009,BOURBON,041,Bourbon County,,---District Total---,041,,,Delivery Target,Met Target,,Yes,Yes,Yes,Yes,Yes,3,CKEC,901
20142015,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000105,Delivery Target,Delivery Target,,50.5,56.0,61.5,67.0,72.5,1,GRREC,902
20142015,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000105,Delivery Target,Actual Score,45.0,55.0,56.3,64.0,65.5,68.3,2,GRREC,902
20142015,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000105,Delivery Target,Met Target,,Yes,Yes,Yes,No,No,3,GRREC,902
20142015,114,WARREN,042,Bowling Green Independent,,---District Total---,042,,,Delivery Target,Delivery Target,,50.5,56.0,61.5,67.0,72.5,1,GRREC,902
20142015,114,WARREN,042,Bowling Green Independent,,---District Total---,042,,,Delivery Target,Actual Score,45.0,55.0,56.3,64.0,65.5,68.3,2,GRREC,902
20142015,114,WARREN,042,Bowling Green Independent,,---District Total---,042,,,Delivery Target,Met Target,,Yes,Yes,Yes,No,No,3,GRREC,902
20142015,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,Delivery Target,Delivery Target,,40.6,47.2,53.8,60.4,67.0,1,KEDC,903
20142015,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,Delivery Target,Actual Score,34.0,24.0,41.6,42.5,59.4,70.4,2,KEDC,903
20142015,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,Delivery Target,Met Target,,No,No,No,No,Yes,3,KEDC,903
20142015,010,BOYD,045,Boyd County,,---District Total---,045,,,Delivery Target,Delivery Target,,37.9,44.8,51.7,58.6,65.5,1,KEDC,903
20142015,010,BOYD,045,Boyd County,,---District Total---,045,,,Delivery Target,Actual Score,31.0,23.0,41.6,42.5,59.4,70.4,2,KEDC,903
20142015,010,BOYD,045,Boyd County,,---District Total---,045,,,Delivery Target,Met Target,,No,No,No,Yes,Yes,3,KEDC,903
20142015,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000120,Delivery Target,Delivery Target,,44.2,50.4,56.6,62.8,69.0,1,CKEC,901
20142015,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000120,Delivery Target,Actual Score,38.0,41.0,66.8,62.7,72.7,72.6,2,CKEC,901
20142015,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000120,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,CKEC,901
20142015,011,BOYLE,051,Boyle County,,---District Total---,051,,,Delivery Target,Delivery Target,,44.2,50.4,56.6,62.8,69.0,1,CKEC,901
20142015,011,BOYLE,051,Boyle County,,---District Total---,051,,,Delivery Target,Actual Score,38.0,41.0,66.8,62.7,72.7,72.6,2,CKEC,901
20142015,011,BOYLE,051,Boyle County,,---District Total---,051,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,CKEC,901
20142015,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000125,Delivery Target,Delivery Target,,35.2,42.4,49.6,56.8,64.0,1,NKCES,905
20142015,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000125,Delivery Target,Actual Score,28.0,32.0,39.1,63.9,70.0,58.9,2,NKCES,905
20142015,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000125,Delivery Target,Met Target,,No,No,Yes,Yes,No,3,NKCES,905
20142015,012,BRACKEN,055,Bracken County,,---District Total---,055,,,Delivery Target,Delivery Target,,35.2,42.4,49.6,56.8,64.0,1,NKCES,905
20142015,012,BRACKEN,055,Bracken County,,---District Total---,055,,,Delivery Target,Actual Score,28.0,32.0,39.1,63.9,70.0,58.9,2,NKCES,905
20142015,012,BRACKEN,055,Bracken County,,---District Total---,055,,,Delivery Target,Met Target,,No,No,Yes,Yes,No,3,NKCES,905
20142015,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,Delivery Target,Delivery Target,,24.4,32.8,41.2,49.6,58.0,1,KVEC,904
20142015,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,Delivery Target,Actual Score,16.0,18.0,35.4,46.1,52.8,62.6,2,KVEC,904
20142015,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,KVEC,904
20142015,013,BREATHITT,061,Breathitt County,,---District Total---,061,,,Delivery Target,Delivery Target,,24.4,32.8,41.2,49.6,58.0,1,KVEC,904
20142015,013,BREATHITT,061,Breathitt County,,---District Total---,061,,,Delivery Target,Actual Score,16.0,18.0,35.4,46.1,52.8,62.6,2,KVEC,904
20142015,013,BREATHITT,061,Breathitt County,,---District Total---,061,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,KVEC,904
20142015,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,Delivery Target,Delivery Target,,38.8,45.6,52.4,59.2,66.0,1,GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,Delivery Target,Actual Score,32.0,42.0,42.0,66.5,68.2,70.6,2,GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,Delivery Target,Met Target,,Yes,No,Yes,Yes,Yes,3,GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,,---District Total---,065,,,Delivery Target,Delivery Target,,38.8,45.6,52.4,59.2,66.0,1,GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,,---District Total---,065,,,Delivery Target,Actual Score,32.0,42.0,42.0,66.5,68.2,70.6,2,GRREC,902
20142015,014,BRECKINRIDGE,065,Breckinridge County,,---District Total---,065,,,Delivery Target,Met Target,,Yes,No,Yes,Yes,Yes,3,GRREC,902
20142015,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,Delivery Target,Delivery Target,,28.9,36.8,44.7,52.6,60.5,1,OVEC,906
20142015,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,Delivery Target,Actual Score,21.0,27.0,46.2,41.1,54.9,83.9,2,OVEC,906
20142015,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,Delivery Target,Met Target,,No,Yes,No,Yes,Yes,3,OVEC,906
20142015,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,Delivery Target,Delivery Target,,47.8,53.6,59.4,65.2,71.0,1,OVEC,906
20142015,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,Delivery Target,Actual Score,42.0,40.0,45.1,60.8,63.9,89.0,2,OVEC,906
20142015,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,Delivery Target,Met Target,,No,No,Yes,No,Yes,3,OVEC,906
20142015,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,Delivery Target,Delivery Target,,33.4,40.8,48.2,55.6,63.0,1,OVEC,906
20142015,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,Delivery Target,Actual Score,26.0,32.0,34.5,48.2,49.3,87.6,2,OVEC,906
20142015,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,Delivery Target,Met Target,,No,No,Yes,No,Yes,3,OVEC,906
20142015,015,BULLITT,071,Bullitt County,,---District Total---,071,,,Delivery Target,Delivery Target,,34.3,41.6,48.9,56.2,63.5,1,OVEC,906
20142015,015,BULLITT,071,Bullitt County,,---District Total---,071,,,Delivery Target,Actual Score,27.0,31.0,41.8,50.1,56.6,86.5,2,OVEC,906
20142015,015,BULLITT,071,Bullitt County,,---District Total---,071,,,Delivery Target,Met Target,,No,Yes,Yes,Yes,Yes,3,OVEC,906
20142015,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,Delivery Target,Delivery Target,,,,,,,1,CKEC,901
20142015,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,Delivery Target,Actual Score,,,,,,59.1,2,CKEC,901
20142015,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,Delivery Target,Met Target,,,,,,N/A,3,CKEC,901
20142015,084,MERCER,072,Burgin Independent,,---District Total---,072,,,Delivery Target,Delivery Target,,37.9,44.8,51.7,58.6,65.5,1,CKEC,901
20142015,084,MERCER,072,Burgin Independent,,---District Total---,072,,,Delivery Target,Actual Score,31.0,47.0,44.4,36.4,69.4,59.1,2,CKEC,901
20142015,084,MERCER,072,Burgin Independent,,---District Total---,072,,,Delivery Target,Met Target,,Yes,No,No,Yes,No,3,CKEC,901
20142015,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,Delivery Target,Delivery Target,,45.1,51.2,57.3,63.4,69.5,1,GRREC,902
20142015,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,Delivery Target,Actual Score,39.0,42.0,41.6,55.0,60.9,70.1,2,GRREC,902
20142015,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,Delivery Target,Met Target,,No,No,No,No,Yes,3,GRREC,902
20142015,016,BUTLER,075,Butler County,,---District Total---,075,,,Delivery Target,Delivery Target,,44.2,50.4,56.6,62.8,69.0,1,GRREC,902
20142015,016,BUTLER,075,Butler County,,---District Total---,075,,,Delivery Target,Actual Score,38.0,41.0,41.6,55.0,60.9,70.1,2,GRREC,902
20142015,016,BUTLER,075,Butler County,,---District Total---,075,,,Delivery Target,Met Target,,No,No,No,No,Yes,3,GRREC,902
20142015,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,Delivery Target,Delivery Target,,35.2,42.4,49.6,56.8,64.0,1,WKEC,908
20142015,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,Delivery Target,Actual Score,28.0,38.0,51.0,62.8,65.5,78.8,2,WKEC,908
20142015,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,Delivery Target,Met Target,,Yes,Yes,Yes,Yes,Yes,3,WKEC,908
20142015,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,Delivery Target,Delivery Target,,35.2,42.4,49.6,56.8,64.0,1,WKEC,908
20142015,017,CALDWELL,081,Caldwell County,,---District Total---,081,,,Delivery Target,Actual Score,28.0,38.0,51.0,62.8,65.5,78.8,2,WKEC,908
