SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,CATEGORY,TARGET_LABEL,CCR_2015,CCR_2016,CCR_2017,CCR_2018,CCR_2019,CCR_2020,TARGET_LABEL_SORT,COOP,COOP_CODE
20152016,109,TAYLOR,092,Campbellsville Independent,,---District Total---,092,,,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,Delivery Target,Delivery Target,,70.6,73.8,,,,1,WKEC,908
20152016,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,Delivery Target,Actual Score,67.3,65.3,,,,,2,WKEC,908
20152016,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,Delivery Target,Met Target,,No,,,,,3,WKEC,908
20152016,020,CARLISLE,095,Carlisle County,,---District Total---,095,,,Delivery Target,Delivery Target,,70.6,73.8,,,,1,WKEC,908
20152016,020,CARLISLE,095,Carlisle County,,---District Total---,095,,,Delivery Target,Actual Score,67.3,65.3,,,,,2,WKEC,908
20152016,020,CARLISLE,095,Carlisle County,,---District Total---,095,,,Delivery Target,Met Target,,No,,,,,3,WKEC,908
20152016,021,CARROLL,101,Carroll County,018,Carroll County High School,101018,021101018,210099000190,Delivery Target,Delivery Target,,78.6,81.0,,,,1,OVEC,906
20152016,021,CARROLL,101,Carroll County,018,Carroll County High School,101018,021101018,210099000190,Delivery Target,Actual Score,76.2,76.6,,,,,2,OVEC,906
20152016,021,CARROLL,101,Carroll County,018,Carroll County High School,101018,021101018,210099000190,Delivery Target,Met Target,,No,,,,,3,OVEC,906
20152016,021,CARROLL,101,Carroll County,,---District Total---,101,,,Delivery Target,Delivery Target,,78.6,81.0,,,,1,OVEC,906
20152016,021,CARROLL,101,Carroll County,,---District Total---,101,,,Delivery Target,Actual Score,76.2,76.6,,,,,2,OVEC,906
20152016,021,CARROLL,101,Carroll County,,---District Total---,101,,,Delivery Target,Met Target,,No,,,,,3,OVEC,906
20152016,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000194,Delivery Target,Delivery Target,,87.9,89.2,,,,1,KEDC,903
20152016,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000194,Delivery Target,Actual Score,86.5,75.0,,,,,2,KEDC,903
20152016,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000194,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000202,Delivery Target,Delivery Target,,84.0,85.8,,,,1,KEDC,903
20152016,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000202,Delivery Target,Actual Score,82.2,79.5,,,,,2,KEDC,903
20152016,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000202,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,022,CARTER,105,Carter County,,---District Total---,105,,,Delivery Target,Delivery Target,,85.4,87.0,,,,1,KEDC,903
20152016,022,CARTER,105,Carter County,,---District Total---,105,,,Delivery Target,Actual Score,83.8,76.5,,,,,2,KEDC,903
20152016,022,CARTER,105,Carter County,,---District Total---,105,,,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000204,Delivery Target,Delivery Target,,72.2,75.3,,,,1,SESC,907
20152016,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000204,Delivery Target,Actual Score,69.1,74.0,,,,,2,SESC,907
20152016,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000204,Delivery Target,Met Target,,Yes,,,,,3,SESC,907
20152016,023,CASEY,111,Casey County,,---District Total---,111,,,Delivery Target,Delivery Target,,72.2,75.3,,,,1,SESC,907
20152016,023,CASEY,111,Casey County,,---District Total---,111,,,Delivery Target,Actual Score,69.1,74.0,,,,,2,SESC,907
20152016,023,CASEY,111,Casey County,,---District Total---,111,,,Delivery Target,Met Target,,Yes,,,,,3,SESC,907
20152016,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,Delivery Target,Delivery Target,,76.2,78.8,,,,1,GRREC,902
20152016,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,Delivery Target,Actual Score,73.5,73.9,,,,,2,GRREC,902
20152016,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,Delivery Target,Met Target,,No,,,,,3,GRREC,902
20152016,005,BARREN,113,Caverna Independent,,---District Total---,113,,,Delivery Target,Delivery Target,,76.2,78.8,,,,1,GRREC,902
20152016,005,BARREN,113,Caverna Independent,,---District Total---,113,,,Delivery Target,Actual Score,73.5,73.9,,,,,2,GRREC,902
20152016,005,BARREN,113,Caverna Independent,,---District Total---,113,,,Delivery Target,Met Target,,No,,,,,3,GRREC,902
20152016,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,Delivery Target,Delivery Target,,55.5,60.4,,,,1,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,Delivery Target,Actual Score,50.5,61.7,,,,,2,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,Delivery Target,Met Target,,Yes,,,,,3,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,Delivery Target,Delivery Target,,68.1,71.6,,,,1,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,Delivery Target,Actual Score,64.5,70.6,,,,,2,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,Delivery Target,Met Target,,Yes,,,,,3,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,Delivery Target,Delivery Target,,60.9,65.3,,,,1,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,Delivery Target,Actual Score,56.6,65.3,,,,,2,WKEC,908
20152016,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,Delivery Target,Met Target,,Yes,,,,,3,WKEC,908
20152016,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,Delivery Target,Delivery Target,,82.2,84.2,,,,1,CKEC,901
20152016,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,Delivery Target,Actual Score,80.2,88.6,,,,,2,CKEC,901
20152016,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,Delivery Target,Met Target,,Yes,,,,,3,CKEC,901
20152016,025,CLARK,121,Clark County,,---District Total---,121,,,Delivery Target,Delivery Target,,82.2,84.2,,,,1,CKEC,901
20152016,025,CLARK,121,Clark County,,---District Total---,121,,,Delivery Target,Actual Score,80.2,88.6,,,,,2,CKEC,901
20152016,025,CLARK,121,Clark County,,---District Total---,121,,,Delivery Target,Met Target,,Yes,,,,,3,CKEC,901
20152016,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,Delivery Target,Delivery Target,,70.1,73.4,,,,1,SESC,907
20152016,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,Delivery Target,Actual Score,66.8,64.7,,,,,2,SESC,907
20152016,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,Delivery Target,Met Target,,No,,,,,3,SESC,907
20152016,026,CLAY,125,Clay County,,---District Total---,125,,,Delivery Target,Delivery Target,,70.1,73.4,,,,1,SESC,907
20152016,026,CLAY,125,Clay County,,---District Total---,125,,,Delivery Target,Actual Score,66.8,64.7,,,,,2,SESC,907
20152016,026,CLAY,125,Clay County,,---District Total---,125,,,Delivery Target,Met Target,,No,,,,,3,SESC,907
20152016,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,Delivery Target,Delivery Target,,76.3,79.0,,,,1,GRREC,902
20152016,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,Delivery Target,Actual Score,73.7,67.0,,,,,2,GRREC,902
20152016,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,Delivery Target,Met Target,,No,,,,,3,GRREC,902
20152016,027,CLINTON,131,Clinton County,,---District Total---,131,,,Delivery Target,Delivery Target,,76.3,79.0,,,,1,GRREC,902
20152016,027,CLINTON,131,Clinton County,,---District Total---,131,,,Delivery Target,Actual Score,73.7,67.0,,,,,2,GRREC,902
20152016,027,CLINTON,131,Clinton County,,---District Total---,131,,,Delivery Target,Met Target,,No,,,,,3,GRREC,902
20152016,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,Delivery Target,Delivery Target,,76.9,79.4,,,,1,GRREC,902
20152016,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,Delivery Target,Actual Score,74.3,92.6,,,,,2,GRREC,902
20152016,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,Delivery Target,Delivery Target,,76.9,79.4,,,,1,GRREC,902
20152016,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,Delivery Target,Actual Score,74.3,92.6,,,,,2,GRREC,902
20152016,014,BRECKINRIDGE,132,Cloverport Independent,,---District Total---,132,,,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,Delivery Target,Delivery Target,,87.0,88.4,,,,1,SESC,907
20152016,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,Delivery Target,Actual Score,85.5,84.2,,,,,2,SESC,907
20152016,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,Delivery Target,Met Target,,No,,,,,3,SESC,907
20152016,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,Delivery Target,Delivery Target,,86.5,88.0,,,,1,SESC,907
20152016,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,Delivery Target,Actual Score,85.0,82.0,,,,,2,SESC,907
20152016,118,WHITLEY,133,Corbin Independent,,---District Total---,133,,,Delivery Target,Met Target,,No,,,,,3,SESC,907
20152016,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,Delivery Target,Delivery Target,,37.5,44.5,,,,1,NKCES,905
20152016,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,Delivery Target,Actual Score,30.6,39.7,,,,,2,NKCES,905
20152016,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,Delivery Target,Met Target,,Yes,,,,,3,NKCES,905
20152016,059,KENTON,134,Covington Independent,,---District Total---,134,,,Delivery Target,Delivery Target,,37.2,44.2,,,,1,NKCES,905
20152016,059,KENTON,134,Covington Independent,,---District Total---,134,,,Delivery Target,Actual Score,30.2,38.5,,,,,2,NKCES,905
20152016,059,KENTON,134,Covington Independent,,---District Total---,134,,,Delivery Target,Met Target,,Yes,,,,,3,NKCES,905
20152016,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,Delivery Target,Delivery Target,,79.2,81.5,,,,1,WKEC,908
20152016,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,Delivery Target,Actual Score,76.9,77.1,,,,,2,WKEC,908
20152016,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,Delivery Target,Met Target,,No,,,,,3,WKEC,908
20152016,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,Delivery Target,Delivery Target,,77.5,80.0,,,,1,WKEC,908
20152016,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,Delivery Target,Actual Score,75.0,77.1,,,,,2,WKEC,908
20152016,028,CRITTENDEN,135,Crittenden County,,---District Total---,135,,,Delivery Target,Met Target,,No,,,,,3,WKEC,908
20152016,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,Delivery Target,Delivery Target,,70.8,74.1,,,,1,GRREC,902
20152016,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,Delivery Target,Actual Score,67.6,79.6,,,,,2,GRREC,902
20152016,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,Delivery Target,Delivery Target,,70.8,74.1,,,,1,GRREC,902
20152016,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,Delivery Target,Actual Score,67.6,79.6,,,,,2,GRREC,902
20152016,029,CUMBERLAND,141,Cumberland County,,---District Total---,141,,,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,Delivery Target,Delivery Target,,69.0,72.4,,,,1,CKEC,901
20152016,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,Delivery Target,Actual Score,65.5,61.6,,,,,2,CKEC,901
20152016,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,011,BOYLE,143,Danville Independent,,---District Total---,143,,,Delivery Target,Delivery Target,,69.0,72.4,,,,1,CKEC,901
20152016,011,BOYLE,143,Danville Independent,,---District Total---,143,,,Delivery Target,Actual Score,65.5,61.6,,,,,2,CKEC,901
20152016,011,BOYLE,143,Danville Independent,,---District Total---,143,,,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,Delivery Target,Delivery Target,,78.9,81.3,,,,1,GRREC,902
20152016,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,Delivery Target,Actual Score,76.6,80.4,,,,,2,GRREC,902
20152016,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,Delivery Target,Delivery Target,,73.7,76.6,,,,1,GRREC,902
20152016,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,Delivery Target,Actual Score,70.8,73.4,,,,,2,GRREC,902
20152016,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,Delivery Target,Met Target,,No,,,,,3,GRREC,902
20152016,030,DAVIESS,145,Daviess County,,---District Total---,145,,,Delivery Target,Delivery Target,,71.6,74.7,,,,1,GRREC,902
20152016,030,DAVIESS,145,Daviess County,,---District Total---,145,,,Delivery Target,Actual Score,68.4,71.2,,,,,2,GRREC,902
20152016,030,DAVIESS,145,Daviess County,,---District Total---,145,,,Delivery Target,Met Target,,No,,,,,3,GRREC,902
20152016,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,Delivery Target,Delivery Target,,66.3,70.0,,,,1,WKEC,908
20152016,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,Delivery Target,Actual Score,62.5,81.6,,,,,2,WKEC,908
20152016,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,Delivery Target,Met Target,,Yes,,,,,3,WKEC,908
20152016,054,HOPKINS,146,Dawson Springs Independent,,---District Total---,146,,,Delivery Target,Delivery Target,,66.3,70.0,,,,1,WKEC,908
20152016,054,HOPKINS,146,Dawson Springs Independent,,---District Total---,146,,,Delivery Target,Actual Score,62.5,81.6,,,,,2,WKEC,908
20152016,054,HOPKINS,146,Dawson Springs Independent,,---District Total---,146,,,Delivery Target,Met Target,,Yes,,,,,3,WKEC,908
20152016,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,Delivery Target,Delivery Target,,60.8,65.1,,,,1,NKCES,905
20152016,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,Delivery Target,Actual Score,56.4,60.0,,,,,2,NKCES,905
20152016,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,Delivery Target,Met Target,,No,,,,,3,NKCES,905
20152016,019,CAMPBELL,147,Dayton Independent,,---District Total---,147,,,Delivery Target,Delivery Target,,60.8,65.1,,,,1,NKCES,905
20152016,019,CAMPBELL,147,Dayton Independent,,---District Total---,147,,,Delivery Target,Actual Score,56.4,60.0,,,,,2,NKCES,905
20152016,019,CAMPBELL,147,Dayton Independent,,---District Total---,147,,,Delivery Target,Met Target,,No,,,,,3,NKCES,905
20152016,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,Delivery Target,Delivery Target,,77.1,79.7,,,,1,GRREC,902
20152016,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,Delivery Target,Actual Score,74.6,77.3,,,,,2,GRREC,902
20152016,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,031,EDMONSON,151,Edmonson County,,---District Total---,151,,,Delivery Target,Delivery Target,,77.1,79.7,,,,1,GRREC,902
20152016,031,EDMONSON,151,Edmonson County,,---District Total---,151,,,Delivery Target,Actual Score,74.6,77.3,,,,,2,GRREC,902
20152016,031,EDMONSON,151,Edmonson County,,---District Total---,151,,,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,Delivery Target,Delivery Target,,82.9,84.8,,,,1,GRREC,902
20152016,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,Delivery Target,Actual Score,81.0,86.0,,,,,2,GRREC,902
20152016,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,047,HARDIN,152,Elizabethtown Independent,,---District Total---,152,,,Delivery Target,Delivery Target,,82.5,84.4,,,,1,GRREC,902
20152016,047,HARDIN,152,Elizabethtown Independent,,---District Total---,152,,,Delivery Target,Actual Score,80.5,86.0,,,,,2,GRREC,902
20152016,047,HARDIN,152,Elizabethtown Independent,,---District Total---,152,,,Delivery Target,Met Target,,Yes,,,,,3,GRREC,902
20152016,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,Delivery Target,Delivery Target,,57.9,62.6,,,,1,KEDC,903
20152016,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,Delivery Target,Actual Score,53.2,50.0,,,,,2,KEDC,903
20152016,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,032,ELLIOTT,155,Elliott County,,---District Total---,155,,,Delivery Target,Delivery Target,,57.9,62.6,,,,1,KEDC,903
20152016,032,ELLIOTT,155,Elliott County,,---District Total---,155,,,Delivery Target,Actual Score,53.2,50.0,,,,,2,KEDC,903
20152016,032,ELLIOTT,155,Elliott County,,---District Total---,155,,,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,Delivery Target,Delivery Target,,80.6,82.7,,,,1,OVEC,906
20152016,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,Delivery Target,Actual Score,78.4,63.2,,,,,2,OVEC,906
20152016,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,Delivery Target,Met Target,,No,,,,,3,OVEC,906
20152016,052,HENRY,156,Eminence Independent,,---District Total---,156,,,Delivery Target,Delivery Target,,80.6,82.7,,,,1,OVEC,906
20152016,052,HENRY,156,Eminence Independent,,---District Total---,156,,,Delivery Target,Actual Score,78.4,63.2,,,,,2,OVEC,906
20152016,052,HENRY,156,Eminence Independent,,---District Total---,156,,,Delivery Target,Met Target,,No,,,,,3,OVEC,906
20152016,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,Delivery Target,Delivery Target,,82.2,84.2,,,,1,NKCES,905
20152016,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,Delivery Target,Actual Score,80.2,72.7,,,,,2,NKCES,905
20152016,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,Delivery Target,Met Target,,No,,,,,3,NKCES,905
20152016,059,KENTON,157,Erlanger-Elsmere Independent,,---District Total---,157,,,Delivery Target,Delivery Target,,82.2,84.2,,,,1,NKCES,905
20152016,059,KENTON,157,Erlanger-Elsmere Independent,,---District Total---,157,,,Delivery Target,Actual Score,80.2,72.7,,,,,2,NKCES,905
20152016,059,KENTON,157,Erlanger-Elsmere Independent,,---District Total---,157,,,Delivery Target,Met Target,,No,,,,,3,NKCES,905
20152016,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,Delivery Target,Delivery Target,,73.8,76.7,,,,1,SESC,907
20152016,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,Delivery Target,Actual Score,70.9,76.9,,,,,2,SESC,907
20152016,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,Delivery Target,Met Target,,Yes,,,,,3,SESC,907
20152016,033,ESTILL,161,Estill County,,---District Total---,161,,,Delivery Target,Delivery Target,,73.8,76.7,,,,1,SESC,907
20152016,033,ESTILL,161,Estill County,,---District Total---,161,,,Delivery Target,Actual Score,70.9,76.9,,,,,2,SESC,907
20152016,033,ESTILL,161,Estill County,,---District Total---,161,,,Delivery Target,Met Target,,Yes,,,,,3,SESC,907
20152016,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,Delivery Target,Delivery Target,,79.6,81.8,,,,1,KEDC,903
20152016,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,Delivery Target,Actual Score,77.3,75.6,,,,,2,KEDC,903
20152016,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,010,BOYD,162,Fairview Independent,,---District Total---,162,,,Delivery Target,Delivery Target,,79.6,81.8,,,,1,KEDC,903
20152016,010,BOYD,162,Fairview Independent,,---District Total---,162,,,Delivery Target,Actual Score,77.3,75.6,,,,,2,KEDC,903
20152016,010,BOYD,162,Fairview Independent,,---District Total---,162,,,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,Delivery Target,Delivery Target,,61.6,65.8,,,,1,CKEC,901
20152016,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,Delivery Target,Actual Score,57.3,43.9,,,,,2,CKEC,901
20152016,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,Delivery Target,Delivery Target,,76.0,78.6,,,,1,CKEC,901
20152016,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,Delivery Target,Actual Score,73.3,66.1,,,,,2,CKEC,901
20152016,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,Delivery Target,Delivery Target,,76.9,79.4,,,,1,CKEC,901
20152016,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,Delivery Target,Actual Score,74.3,70.9,,,,,2,CKEC,901
20152016,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,Delivery Target,Delivery Target,,75.9,78.6,,,,1,CKEC,901
20152016,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,Delivery Target,Actual Score,73.2,62.7,,,,,2,CKEC,901
20152016,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,Delivery Target,Delivery Target,,71.1,74.3,,,,1,CKEC,901
20152016,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,Delivery Target,Actual Score,67.9,59.0,,,,,2,CKEC,901
20152016,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,034,FAYETTE,165,Fayette County,,---District Total---,165,,,Delivery Target,Delivery Target,,69.8,73.1,,,,1,CKEC,901
20152016,034,FAYETTE,165,Fayette County,,---District Total---,165,,,Delivery Target,Actual Score,66.4,60.9,,,,,2,CKEC,901
20152016,034,FAYETTE,165,Fayette County,,---District Total---,165,,,Delivery Target,Met Target,,No,,,,,3,CKEC,901
20152016,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,Delivery Target,Delivery Target,,75.6,78.3,,,,1,KEDC,903
20152016,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,Delivery Target,Actual Score,72.9,68.7,,,,,2,KEDC,903
20152016,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,035,FLEMING,171,Fleming County,,---District Total---,171,,,Delivery Target,Delivery Target,,75.6,78.3,,,,1,KEDC,903
20152016,035,FLEMING,171,Fleming County,,---District Total---,171,,,Delivery Target,Actual Score,72.9,68.7,,,,,2,KEDC,903
20152016,035,FLEMING,171,Fleming County,,---District Total---,171,,,Delivery Target,Met Target,,No,,,,,3,KEDC,903
20152016,036,FLOYD,175,Floyd County,025,Allen Central High School,175025,036175025,210195000404,Delivery Target,Delivery Target,,90.8,91.8,,,,1,KVEC,904
20152016,036,FLOYD,175,Floyd County,025,Allen Central High School,175025,036175025,210195000404,Delivery Target,Actual Score,89.8,93.6,,,,,2,KVEC,904
20152016,036,FLOYD,175,Floyd County,025,Allen Central High School,175025,036175025,210195000404,Delivery Target,Met Target,,Yes,,,,,3,KVEC,904
20152016,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,Delivery Target,Delivery Target,,76.4,79.0,,,,1,KVEC,904
20152016,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,Delivery Target,Actual Score,73.8,80.9,,,,,2,KVEC,904
20152016,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,Delivery Target,Met Target,,Yes,,,,,3,KVEC,904
20152016,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,Delivery Target,Delivery Target,,86.5,88.0,,,,1,KVEC,904
20152016,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,Delivery Target,Actual Score,85.0,90.6,,,,,2,KVEC,904
